-56.766,-82.3949,16
-56.3591,-82.1941,16
-55.8459,-81.9482,16
-55.2854,-81.6728,16
-54.7362,-81.3831,16
-54.2573,-81.0944,16
-53.9,-80.8305,16
-53.6354,-80.5925,16
-53.402,-80.3627,16
-53.1382,-80.1234,16
-52.7824,-79.8565,16
-52.3769,-79.5987,16
-51.8745,-79.3069,16
-51.2903,-78.9875,16
-50.6396,-78.6469,16
-49.9377,-78.2914,16
-49.1998,-77.9274,16
-48.4607,-77.5699,16
-47.7592,-77.238,16
-47.1163,-76.9441,16
-46.5533,-76.7006,16
-46.0912,-76.5198,16
-45.7512,-76.4143,16
-45.4018,-76.3566,16
-45.1207,-76.3512,16
-44.8354,-76.3621,16
-44.4731,-76.3534,16
-44.135,-76.3378,16
-43.79,-76.3284,16
-43.4226,-76.3085,16
-43.0172,-76.2614,16
-42.5582,-76.1704,16
-42.1354,-76.0493,16
-41.8077,-75.9212,16
-41.5136,-75.7829,16
-41.1911,-75.6311,16
-40.7786,-75.4628,16
-40.3139,-75.3082,16
-39.7436,-75.1381,16
-39.1076,-74.9486,16
-38.4462,-74.7361,16
-37.7994,-74.4966,16
-37.2075,-74.2263,16
-36.6426,-73.9056,16
-36.2146,-73.6108,16
-35.84,-73.3106,16
-35.435,-72.9733,16
-34.9159,-72.5674,16
-34.4158,-72.2192,16
-33.9182,-71.9012,16
-33.4169,-71.5766,16
-32.906,-71.2087,16
-32.3794,-70.7605,16
-31.8312,-70.1955,16
-31.3468,-69.5792,16
-30.8641,-68.8528,16
-30.3965,-68.0647,16
-29.957,-67.2637,16
-29.5589,-66.4985,16
-29.2152,-65.8176,16
-28.9392,-65.2696,16
-28.645,-64.6738,16
-28.4118,-64.1631,16
-28.2151,-63.6984,16
-28.0301,-63.241,16
-27.8323,-62.7519,16
-27.6272,-62.239,16
-27.442,-61.7563,16
-27.2845,-61.3336,16
-27.1624,-61.0008,16
-27.0834,-60.7876,16
-26.9883,-60.5486,16
-26.9082,-60.3493,16
-26.8768,-60.2499,16
-26.9257,-60.1865,16
-26.9743,-60.1232,16
-26.9266,-60.0205,16
-26.8242,-59.8101,16
-26.7398,-59.5507,16
-26.7218,-59.3302,16
-26.731,-59.0644,16
-26.7465,-58.7517,16
-26.7477,-58.3906,16
-26.6925,-57.9985,16
-26.5878,-57.4973,16
-26.4948,-56.9736,16
-26.4744,-56.5142,16
-26.5876,-56.206,16
-26.9063,-56.1182,16
-27.3221,-56.2343,16
-27.6853,-56.3428,16
-27.9559,-56.3678,16
-28.1284,-56.3342,16
-28.2109,-56.2977,16
-28.2762,-56.2573,16
-28.4093,-56.1468,16
-28.611,-55.919,16
-28.8725,-55.532,16
-29.1635,-54.9849,16
-29.3836,-54.4586,16
-29.4992,-54.0508,16
-29.5282,-53.704,16
-29.4907,-53.4161,16
-29.3961,-53.1306,16
-29.254,-52.7912,16
-29.0403,-52.4407,16
-28.6365,-51.8823,16
-28.1192,-51.1956,16
-27.5652,-50.4599,16
-27.0513,-49.7546,16
-26.6543,-49.1591,16
-26.4509,-48.753,16
-26.3645,-48.3151,16
-26.3695,-47.9471,16
-26.4371,-47.5711,16
-26.5387,-47.1091,16
-26.6655,-46.6726,16
-26.8944,-46.0274,16
-27.1851,-45.2598,16
-27.4972,-44.456,16
-27.7905,-43.7023,16
-28.0246,-43.0848,16
-28.1592,-42.6899,16
-28.2798,-42.3081,16
-28.3784,-42.0036,16
-28.4348,-41.7,16
-28.4286,-41.3208,16
-28.3272,-40.9293,16
-28.1338,-40.4922,16
-27.9092,-40.0531,16
-27.7138,-39.6556,16
-27.6082,-39.3434,16
-27.5843,-38.9942,16
-27.6227,-38.7073,16
-27.6858,-38.35,16
-27.7318,-38.071,16
-27.8049,-37.6836,16
-27.9018,-37.2064,16
-28.0195,-36.658,16
-28.1549,-36.0571,16
-28.305,-35.4225,16
-28.4792,-34.7494,16
-28.6784,-34.0401,16
-28.8864,-33.3231,16
-29.087,-32.627,16
-29.2641,-31.9804,16
-29.4014,-31.412,16
-29.5078,-30.8668,16
-29.574,-30.4302,16
-29.6249,-30.0293,16
-29.685,-29.5912,16
-29.7788,-29.0429,16
-29.8917,-28.4884,16
-30.0661,-27.6769,16
-30.2785,-26.7098,16
-30.5055,-25.6885,16
-30.7235,-24.7143,16
-30.909,-23.8887,16
-31.0387,-23.3131,16
-31.0889,-23.0887,16
-31.1012,-23.0025,16
-31.1133,-22.9163,16
-31.1408,-22.7868,16
-31.184,-22.5723,16
-31.2307,-22.2918,16
-31.3369,-21.6431,16
-31.4833,-20.7428,16
-31.6505,-19.7074,16
-31.8193,-18.6535,16
-31.9702,-17.6977,16
-32.084,-16.9566,16
-32.1413,-16.5467,16
-32.1797,-16.1993,16
-32.2048,-15.9277,16
-32.2174,-15.6556,16
-32.2179,-15.3068,16
-32.1947,-14.8959,16
-32.1384,-14.2019,16
-32.0604,-13.3257,16
-31.9719,-12.3683,16
-31.8845,-11.4306,16
-31.8092,-10.6136,16
-31.7576,-10.0182,16
-31.7133,-9.4129,16
-31.6783,-8.8652,16
-31.6482,-8.383,16
-31.6184,-7.9742,16
-31.5846,-7.6466,16
-31.5547,-7.3402,16
-31.5347,-7.0964,16
-31.4891,-6.8631,16
-31.3824,-6.5878,16
-31.226,-6.3306,16
-31.0036,-6.0546,16
-30.7279,-5.7506,16
